id,agent,map,side,title,description,ability,type
ee7c6b2b-ea5e-48a5-b0b1-616fc6a5206a,Raze,Split,Defending,Mid Vent To Mid Bottom Cubby Paintshells,"This easy paintshells lineup is useful for clearing out the cubby on the left side of Mid Bottom. To do this, line your Crosshair up with the base of the wing on the image of the bird on the right wall of mid, run forward, and throw your paintshells.",E,LU
ad6efe08-eaef-4b16-96bb-24a597784bb2,Raze,Split,Defending,Mid Vent Paintshells To Market,"This paintshells lineup is useful for doing damage to players in Market from Mid Vent. Aim at the gap in the wall on the right of market, aim straight up until you reach the edge of a blue roof, and throw the paintshells.",E,LU
776d2395-3312-4588-85bb-3cbb74eff0d0,Raze,Split,Defending,Mid Mail To Mid Bottom Frog Double Blast Pack Boost,"This double blast pack boost is useful for taking mid bottom control quickly, at several different stages of the round, to either get picks or just stop rotations though that area. To do this, put the first blast pack on the center of the 2nd step going up into mid mail, jump at the angle on screen and detonate it so that you go quickly/far horizontally, then glide above the base of the mid top stairs, throw the second blast pack, and then glide toward the top of the frog.",Q,LU
a772a3c6-8e09-4fbf-b90d-3bd709b26084,Raze,Ascent,Attacking,Mid Courtyard Blast Pack Boost For Mid Bottom,"This blast pack boost is useful for when you are in Mid Courtyard, and want to gain vision and control of Mid Bottom/Mid Market.",Q,LU
ad3cdfa9-3763-4625-8e63-a9820988a118,Raze,Ascent,Attacking,Mid Cubby Blast Pack Boost To Mid Bottom,"This blast pack boost is useful for when you are in Mid Cubby, and want to gain control of Mid Bottom.",Q,LU
404e31c6-077b-4528-a865-c28c52e721a4,Raze,Ascent,Attacking,A Lobby Paint Shell Lineup For A Link,This can be useful when assisting your teammates with pushing into A Link. Keep in mind you have to throw your grenade at the top of your jump to have it bounce off of the metal object on screen at the right angle.,E,LU
25fe2143-7b2c-4748-a75c-42c4a67d0a2d,Raze,Ascent,Defending,Safe Defender Side Spawn Paintshells To B Main,"This lineup is useful for when you want to slow the push from the attackers out of B Main onto B Site, from behind cover.",E,LU
56260112-bed2-4b4c-b2cb-8e64136589e8,Raze,Ascent,Defending,Safe Mid Market Paintshells To Left B Main,"This lineup is useful for when you want to slow the push from the attackers out of B Main into B Site, from behind cover.",E,LU
710c63cc-8337-4726-b72c-9f5898e5e7bd,Raze,Ascent,Defending,A Rafters To B Site Double Blast Pack Rotate,"This double blast pack boost is useful for when you are holding A Rafters, and want to rotate to B quickly to retake the Site.",Q,LU
05581790-856d-49ef-8909-809433c5a45c,Raze,Ascent,Defending,B Site Paintshells To B Main Orb,These grenade lineups are useful for stopping pushes out of B Main or doing damage to anyone around the fish box in B Main.,E,LU
61e0aa91-0403-49a5-b04f-7e49f0577a34,Raze,Icebox,Attacking,Mid Blue To Mid Boiler Paintshells,"This lineup is useful to know if you want to guarantee that a grenade lands on top of Mid Boiler, but it does come with some risk, and you need a teammate to at least Smoke off Mid to make this work. This is somewhat easily counterable though, since enemy players can somewhat easily see where you threw the grenade from and shoot where they think you are through the smoke.",E,LU
07d2ab97-ec2c-4add-a3bd-38d05ca797c2,Raze,Icebox,Attacking,A Nest To A Site Paintshells,This is useful for stopping players from defusing the spike to the right of the boxes under the tower on A Site.,E,LU
49db8f79-72e6-471d-a506-bc2de2cdfef8,Raze,Icebox,Attacking,Mid Blue To Top Of B Tube Blast Pack,"This is useful for getting vision of much of the map, and can help you to take control of mid especially.",Q,LU
37f44b35-8289-4941-b58f-a4fe539b9493,Raze,Icebox,Defending,Early Round Paint Shells to Garage From Yellow,"Start your round with this Paint Shells lineup to isolate Attackers looking to take B Long control. You can also use this to take Initiators off their utility, or potentially kill them.",E,LU
9ee2b991-d363-4751-8ab8-1ffb5fc21f16,Raze,Icebox,Defending,B Kitchen To Attacker B Tube Entrance,"This is useful for breaking up the attackers push into B Tube, as well as getting pick damage on players in that area. Keep in mind how exposed you are when doing this though, since you are exposed to both the top of B Tube, and the underside when peeking from Kitchen here.",E,LU
1a7adbc9-a4ad-49b3-837a-9cceb3d8dfb2,Raze,Icebox,Defending,Mid Boiler To Top B Tube Double Blast Pack,"This is useful for quickly getting on top of B Tube from Mid Boiler, especially with the help of utility from your team, to either get some unexpected picks in Mid, or retake B Site.",Q,LU
92289ee5-af55-461b-aefe-48b85931a1d9,Raze,Icebox,Defending,Back Right A Site To Top Left A Nest Paintshells,"This is useful for either checking whether or not there's players in the close corner on the top left side of A Nest, or forcing players out of that corner. There is some risk associated with this though, so definitely make sure you are aware of how you are exposed, as well as what parts of site you and your team have control over when doing this.",E,LU
3423ba05-9afe-4b54-9842-1cd0ecf2e226,Raze,Icebox,Defending,A Site To A Nest Tower Paintshells,"This is useful for either doing damage to players in the tower in A Nest, or potentially getting a pick there, especially if a player there is low.",E,LU
06b2732b-2e40-48bd-8146-b95c32fb6ca7,Raze,Icebox,Defending,B Snow Pile To Top Of B Tube Double Blast Pack,"This double blast pack lineup is useful for quickly getting on top of B Tube, which can potentially throw the enemy team off and open up the potential for you to secure some picks from there, and increase you and your team's map control.",Q,LU
b47b0ec5-3161-40b8-a7b2-755796d8074c,Raze,Breeze,Attacking,A Pyramid Post Plant Lineup From A Cave,"This is a useful Paint Shells lineup for when you happen to be playing inside of A Cave post plant, and Cave gets smoked off.",E,LU
9e650e3f-906d-4a67-981b-d06578bf8be7,Raze,Breeze,Attacking,Paint Shells Lineup For Mid Nest From B Elbow,This is a useful Paint Shells lineup for the right side of Mid Nest. Make sure that enemy players can't peek you from Mid Top though while you're setting this up.,E,LU
89bd2802-125b-4cb3-b568-ab5b7a2a167c,Raze,Breeze,Attacking,Mid Chute Lurk To Catch Players Off Guard And Boost Into Mid Chute,"This is a risky but potentially highly rewarding way to catch a player off guard who is jumping down Mid Chute if you are given information that a player is in A Hall, or suspect that a player might use Mid Chute to Rotate into Mid from A Hall, that also gives you an opportunity to quickly travel into A Hall After getting a pick.",Q,LU
90236f71-6eca-4f9c-8894-ece40d35be3b,Raze,Breeze,Attacking,A Hall To A Metal Doors Boom Bot,"This is useful for clearing out behind A Metal Doors and some of the area between A Metal Doors, A Nest, and A Bridge.",C,LU
0e3a391c-1db2-4b55-a4c8-8f83c1627e84,Raze,Breeze,Attacking,Mid Top Boom Bot For Mid Nest,"This is useful for getting a Boom Bot into Mid Nest, and then sending it somewhat into the area between mid nest and A Bridge in Defender Side Spawn.",C,LU
981027eb-5ec9-492b-82e9-d4acae8c0234,Raze,Breeze,Defending,Mid Top To B Site Paint Shells To Delay Spike Plant,"This is a useful Paint Shells to delay the Spike plant on B Site after B Tunnel gets smoked off, if you're sure you're safe to set this up in Mid Top. This can only work however if you can set it up quickly enough, so it may require some practice in customs before you use it in a real game.",E,LU
4d77c08f-958d-41f1-8068-77061c72988f,Raze,Breeze,Defending,Mid Nest To Outside Of B Elbow Paint Shells Lineup,"This quick and simple Paint Shells lineup for outside of B Elbow is useful for when you get the call that enemy players are hard pushing out of B Elbow, and you want to delay or break up the Attackers push out of B Elbow. However, make sure to only peek out when you know enemy players haven't pushed up far enough to peek you from Mid Top.",E,LU
dd1d63c5-4fa6-47d0-82fe-7325b225947c,Raze,Breeze,Defending,Paint Shells / Blast Pack Setup To Delay Left A Site Push,"This is a useful setup to make it difficult for the Attackers to push up the left side of A Site. However, it is not a beginner setup, and so it will likely require some practice before you can use the setup in a real game - if you are not comfortable quickly lining the grenade up, and then timing the blast packs well.",E,LU
634ec0b6-b08f-44e7-a3de-6592d8aed7b6,Raze,Breeze,Defending,Mid Pillar Double Blast Pack From Mid Nest,"This is useful for quickly traveling from Mid Nest to the boost spot on the side of A Doors in Mid Pillar, and can catch players off guard if executed in the right situation. This can be really effective when used in combo with your teammates as they make a play in the area around Mid Pillar.",Q,LU
cf863e37-1a11-464d-b47f-c834fbdc9e2e,Raze,Breeze,Defending,Boom Bot To Stop A Site Push From A Cave,"This is useful for breaking up or slowing down the Attackers push into A Site from A Cave. Be careful though since you are in a vulnerable position to players spamming through the smoke seen on-screen, or running up the left side of A Pyramids, and so you will have to carefully pick the situations you can effectively use this without exposing yourself to too much risk.",C,LU
b045c893-a501-4d82-a3a7-bb7c1ac6f679,Raze,Breeze,Defending,Early Round Showstopper Double Pack Combo Into B Elbow From Mid Nest,"This is useful for quickly pushing players in and around B Elbow and B Main back, and potentially getting picks in that area of the map since it is hard for the enemy team to avoid the showstopper in this situation when you are moving so quickly into that area of the map right after the round begins.",X,LU
af7f28e6-a612-4ef1-be2e-936174d050d9,Raze,Breeze,Defending,Early Round Boom Bot For A Shop From A Site,"This is useful at the very beginning of the round for checking A Shop, or forcing lurking players there to wait to push into A Shop. Make sure to immediately get to safety after setting up this boom bot though since you will be exposed to players in A Cave after deploying it. Also be aware that Agents like Jett and Raze can catch you off guard by dashing or moving quickly forward with a blast pack into a position where they can see you in A Cave.",C,LU
d0fba525-4342-4bc7-b2de-5fdbcbcfe699,Raze,Breeze,Defending,Defender Side Spawn To B Main Paintshells,"This is useful for breaking up the Attackers push into B Main, delaying the push entirely to help your teammates hold the Site or get into more Favorable Positions, or doing chip damage to players as they come into B Site.",E,LU
40694a80-1e18-49a1-b9f4-048b6bd7030d,Raze,Fracture,Attacking,How to Fight Sands With Boom Bot,"Here's a Boom Bot lineup you can use to peek with at Sands, it will continue to chase anyone it spots. They'll have to shoot both you, and the Boom Bot.",C,LU
56471656-4274-4d63-a6f9-69dc02889a38,Raze,Fracture,Attacking,Paintshells through Toxic Screen to Clear Top A Site from A Main,Here's a simple Paint Shells lineup through a Toxic Screen at the A Main entrance into A Site to clear top A Site from A Main.,E,LU
56e236e4-0b04-471e-ba24-381b1ec73a69,Raze,Fracture,Defending,Aggressive Start Round Rollout to Tree,"Pair up this Blast Pack play with your teammates and their utility for a strong combination. Alternatively, you can use this for a solo play with your Ultimate ability, it will be available fast enough when you arrive in front of the Attackers.",Q,LU
7bf48dc7-b374-45d9-ab3c-7a3f02d8f3f6,Raze,Fracture,Defending,Start Round Paint Shells Arcade Control,Use this default Paint Shells lineup to pressure/push Attackers at Arcade. You can combo this with Fade's Seize or Breach's Faultline.,E,LU
8e6ac46d-f1cb-4337-99c4-53aefbc69cd2,Raze,Fracture,Defending,A Rope Delay Paint Shells for A Main,"Here's a simple Paint Shells lineup to delay the attacker's push into A Main, giving your teammates time to rotate to defend Site.",E,LU
8919a834-0cbf-41b6-9448-bf25af96ab8c,Raze,Pearl,Attacking,How to Fight For Link Control With Boom Bot,"Fight for Link Control with this Boom Bot, as it targets any Defenders playing towards spawn. You'll be able to isolate fights easier with this Boom Bot.",C,LU
8c9d74c1-7775-4ced-91f6-1f6f02c116fa,Raze,Pearl,Attacking,How to Execute A Site With Boom Bot From Art,"Combo your utility like so, for a strong execute towards the A Site. Your Boom Bot will target any Defenders back site, and your Paint Shells will flush any sitting Dug Out.",C,LU
af38cdb1-f6eb-44e4-9adc-cb724b6125b4,Raze,Pearl,Defending,Start Round Paint Shells to Market From Art,"Here's a simple, but effective Paint Shells lineup you can use to harass Attackers pushing from Market. Combo this utility with your teammates for an early round kill.",E,LU
2db04c21-06ec-4e38-9060-85dc18587748,Raze,Pearl,Defending,Boombot / Paintshells Setup to Hold Mid Doors / Gather Info Mid,"Delay, info denial, and info gathering are all key concepts to keep in mind when holding Mid Doors. This setup opens up many opportunities to apply all three of those concepts, if used at an ideal time in the round.",C,LU
033265bd-11fe-44f6-b108-60d45bdb9824,Raze,Pearl,Defending,B Site Hold Paint Shells / Blast Pack Delay Setup,"Here's a simple, but effective B Site Hold setup that delays the enemy team's push onto the Site.",E,LU
4ec16a3a-9b16-405c-8096-6b078958d1b2,Raze,Lotus,Attacking,C Site Execute Boom Bot + Paint Shells,Use this Boom Bot + Paint Shells to entry on to C Site.,C,LU
c1a1e115-0f38-41c9-bb82-b5600d55125f,Raze,Lotus,Attacking,B Main Execute Boom Bot Lineup into B Site,Use this Boom Bot lineup to execute onto B Site through with your team.,C,LU
ca887c7c-c21b-4447-b4d8-38f1897a0bf1,Raze,Lotus,Attacking,A Link Door to B Site Boom Bot Lineup,"Use this Boom Bot lineup to make it easier for your team to push through the A Link Door into B Site, without being punished by enemy players holding a close angle.",C,LU
59f8b777-cad7-4e4c-856e-8e861277d9a9,Raze,Lotus,Defending,A Main Paint Shells + Fade Seize Combo,"Use this early round A Main Paint Shells + Seize combo to get picks early in the round by catching enemy players who attempt to push through A Main quickly off guard, while also creating a window of opportunity that your team can use to gain an advantage when contesting A Main.",E,LU
f7b1bf38-6e0e-4f98-8027-1743d4b073fb,Raze,Lotus,Defending,Delay C Site Push with These Paint Shells Lineups when Rotating,Use these Paint Shells lineups to delay the C Site Push when you are rotating through C Waterfall or C Hall from somewhere else on the map.,E,LU
7781d7e3-055b-469f-8e10-68b030aa98b6,Raze,Lotus,Defending,Early Round A Main Paint Shells to Contest Space,Throw Paint Shells in front of the Attacker A Lobby spawn barrier to contest space in A Main.,E,LU
bef1acc4-c924-47b5-90c3-a608d8fb6604,Viper,Haven,Attacking,Wall + Orb for A Site Execute From A Long,"Enable your team to successfully take the A Site with this strong combination of Viper utility, the orb is great for isolating Defenders trying to coordinate a retake.",Q,LU
a9816618-feb6-461e-bb7f-ca91a0e0461e,Viper,Haven,Attacking,Wall + Orb for B Site Execute From Outside Window,"This combination of Viper utility covers both A Link and C Link, and can be used aggressively to take one of the links while the other is smoked off.",E,LU
969cade2-db5e-460a-98d8-23d704acc47e,Viper,Haven,Attacking,C Long Snakebite Post Plant Lineup,"Use this safe, yet effective molly lineup in the post plant to secure rounds.",C,LU
bd227f12-c5be-4ee2-8033-b954d73fc3ee,Viper,Haven,Attacking,C Long Default Poison Orb to C Site,"Position yourself like so, and perform a simple jump throw for a strong default orb. This orb is great to use to prevent Defenders from jump-spotting for information, or more added pressure to your site execute.",Q,LU
f36a20e3-7f81-4075-8f43-fb83c8e07217,Viper,Haven,Attacking,Spawn to B Site Post Plant Snakebite,"Here's a great, safe molly lineup you can use from spawn in the post plant situation. You can make micro-adjustments to the lineup to land on the right plant spot, this one covers the left corner.",C,LU
72631942-99a2-409f-913e-1ef981f86403,Viper,Haven,Attacking,A Long Snakebite Post Plant to A Site,"Here's a fast and simple molly lineup you can use during the post plant, you will not be exposed to any Defenders retaking long.",C,LU
3a0f0b6a-8a6d-415a-aebd-c58bf718dd1e,Viper,Haven,Attacking,A Long to A Site Post Plant Snakebite,A good snakebite to prevent the enemies from defusing the bomb while you tick down the timer.,C,LU
f6e304e0-dcc2-41a3-b7fb-3c2f5e157607,Viper,Haven,Attacking,C Long to C Site Toxic Screen,"This wall is useful for aggressively pushing onto C Site. You mostly have to worry about defending in the back of C, but you completely block off the rotations from defender spawn and garage.",E,LU
ae9226ac-7edd-45fe-8a08-3df2c6daf186,Viper,Haven,Attacking,C Site to C Link One Way Smoke,One way smoke to help defend against site retakes from CT,Q,LU
3a39276f-3706-4b8f-860e-c6a1dcafcade,Viper,Haven,Attacking,Grass to B Site Snakebite,A good snakebite to prevent the enemies from defusing the bomb while you tick down the timer.,C,LU
24b58864-2683-43bb-972c-d24a99b5108f,Viper,Haven,Defending,Aggressive C Link Orb to Mid Window,Delay your throw a little later than your jump to successfully accomplish this aggressive orb lineup.,Q,LU
5cfd0c5f-4be5-475c-a7b1-e8a3f5698b3d,Viper,Haven,Defending,Start Round Garage Door One Way Poison Cloud,"As soon as preparation phase is completed, throw your orb like so for an easy garage hold.",Q,LU
ad1b3dba-a79a-4c91-98a6-ec032a91a9e0,Viper,Haven,Defending,Standard Defender Wall for A Site and B Site,"Use this simple, yet effective wall to cover the chokepoints of both A Site and B Site.",E,LU
f1efa089-a280-465c-b9b4-a35c5d2c8927,Viper,Haven,Defending,A Long One Way Poison Orb for A Site,Use this strong one way lineup to isolate A Long Attackers and A Short Attackers from executing easily.,Q,LU
0a048d5c-7a1d-4506-a7ab-9f8e23381177,Viper,Haven,Defending,A Site Ramp to B Site Toxic Screen,A good toxic screen to defend both entrances to A and also defend the entrance to B while only physically being on one site.,E,LU
1bc27c41-a029-4385-8859-37dd5e9b9bc3,Viper,Haven,Defending,C Site to B Site Toxic Screen,A good toxic screen to defend both C Site and B Site while physically being on one site.,E,LU
0f61b1f0-9e60-4c51-bac0-6dc15b95430e,Viper,Haven,Defending,C Site To C Long One Way Smoke,This one way smoke is great for holding the C Long angle and makes it impossible for the enemies to contest you.,Q,LU
c37e491a-aa36-4d0f-af02-80d5bdde31d2,Viper,Split,Attacking,Wall + Orb for Rafters B Site Execute,"Enable your team with this combination of Viper utility, as it blocks off any B Heaven player's field of vision.",Q,LU
5a880791-d187-4f5d-a81a-5e8c5a07a406,Viper,Split,Attacking,Market Snakebite to B Site Pillar,Use this molly lineup to flush out any Defenders playing that powerful pillar position.,C,LU
8372aa4c-01f6-4ea0-b608-b6f94b18fa73,Viper,Split,Attacking,Standard B Site Default Orb From Market,"Here's a strong default orb you can throw at the start of the round to pressure any B Site Defender, as you threaten a lurk or shooting B Heaven players from the side.",Q,LU
46612458-cbbf-4e16-8d73-3db5589065f9,Viper,Split,Attacking,Market to B Default Post Plant Snakebite,Here's a simple post plant molly lineup you can throw to prevent Defenders from defusing at B Default.,C,LU
bdf53770-1aa5-4bf2-b8b8-f8408cda18dd,Viper,Split,Attacking,A Side Attacker Default Wall to A Heaven,"Here's a powerful wall you can throw at the start of the round to pressure any Defenders that are playing towards A. Essentially, this enforces Defenders to worry about A Heaven.",E,LU
7d3dc08f-c053-40ba-a924-c2178276c406,Viper,Split,Attacking,A Site Toxic Screen + Poison Orb Execute Setup,"This Toxic Screen + Poison Orb combo blocks sightlines of Defenders through A Tower and A Screens, which are crucial sightlines to block during most of the common A Site Executes, alongside blocking vision of Defenders into A Main from A Ramps.",E,LU
f0cda259-0e8e-4a47-af3d-640bf7e2d900,Viper,Split,Attacking,Post Plant A Site Snake Bite Lineup from A Lobby,"Here's a post plant Snake Bite lineup for A Site from A Lobby, that can be used for two different common spike plant spots on Site.",C,LU
577f4d68-6c85-4aa3-bd00-dc76434155d3,Viper,Split,Defending,Start Round Orb From Screens to A Main,Use this orb lineup a little bit before the barrier drops for a standard smoke at A Main.,Q,LU
e42fbb2d-e11b-413e-859c-b0294d3f0ecb,Viper,Split,Defending,Aggressive Defender Ropes Wall to Mid,Here's a wall you can throw during preparation phase to aggressively fight for mid control. This wall allows both Mail and Ropes players to coordinate and fight together.,E,LU
6134a00e-bd9b-4a53-a71d-8a80e3ee81a5,Viper,Split,Defending,Early Round Defender Mail Pit to Mid,Here's a solid start round Viper ultimate you can use to effectively lockdown Mid.,X,LU
c2c7b06b-fcb4-42cf-9a8e-32fa19e93f5e,Viper,Split,Defending,Start Round One Way Orb For Mail,"Throw your orb when the barrier drops like so, for a strong one way that prevents any Attackers from taking B Heaven control easily.",Q,LU
6a87eb24-1da2-48e7-9281-af2c08c27a09,Viper,Split,Defending,Start Round One Way Orb For B Main,"Throw your orb when the barrier drops like so, for a powerful one way at B Main. This is more effective when you are on top of the small barrels back site.",Q,LU
5d606132-948c-4ef3-9ecf-119d17092b0c,Viper,Split,Defending,Standard Defender Wall for Mid and A,"Throw this wall during preparation phase for a solid default wall that blocks A Main, Ramp, and Mid.",E,LU
8b76e8c5-76a2-4662-90b0-752d1689f048,Viper,Split,Defending,B Main + Mid Top Toxic Screen,"Here's a Toxic screen that can delay / make it more difficult for Attackers to push through both Mid, as well as B Main.",E,LU
275b7c49-ff1e-4314-8b88-72430b17f20c,Viper,Ascent,Attacking,Hut to B Site Post Plant Snakebite,"Here's a simple post plant molly lineup that is safe, as it lets you play outside of B Main.",C,LU
4bfb410e-2243-46b2-9549-29fbcb23b4a4,Viper,Ascent,Attacking,Start Round Tiles to Mid Poison Cloud,"Use this start round lineup to ensure easier control of mid. This orb is great for defaulting, as you get to choose when it goes up or down. You can use it to take mid control, or cross from tiles to cat.",Q,LU
e9423d1a-86c0-4fc4-95e2-f64b05472df9,Viper,Ascent,Attacking,Standard Orb + Wall For A Site Execute,"Here's a standard smoke setup for the A Site, as your wall covers door and orb for heaven. Due note though, Defenders may hide hell.",E,LU
ca359a36-215a-463f-a40f-eae3cb561de7,Viper,Ascent,Attacking,Standard Orb + Wall Combo For B Site Execute,"Here's a standard smoke setup for the B Site, as your wall covers market and orb for spawn. Be careful though, Defenders can potentially hide and tuck in the corner of B Main. On the mini-map, in the video, the danger ping highlights the aforementioned spot.",Q,LU
7a56abe0-fcc3-4a2d-946d-aafbf94e32ed,Viper,Ascent,Attacking,Early Round Tiles to Cat Poison Cloud,"Use this start round lineup to ensure easier control of mid. This smoke is great for defaulting, as you choose when to put it up/down.",Q,LU
45c33e8b-7a86-46cd-96ed-18d07e594d0c,Viper,Ascent,Attacking,B Main to B Site Post Plant Snake Bite,A good Snake Bite lineup to play post plant and delay the defuse.,C,LU
316ce72f-349d-4903-b68c-437a3d31dbfa,Viper,Ascent,Attacking,A Main to A Site Post Plant Snake Bite,A good Snake Bite lineup to use during post plant and when enemies tap the Spike.,C,LU
c059c71a-86c5-4337-bf4c-cf9decd228cb,Viper,Ascent,Attacking,B Site One Way Smoke for Defender Spawn,This smoke allows you to see the feet of anyone pushing through the CT door to B Site.,Q,LU
37f1f3b1-1185-4e65-b33d-d1cd91874c00,Viper,Ascent,Defending,Viper's Pit For Tree + Cat,"Here's a strong placement of Viper's ultimate at the start of the round. You can place your orb A Main and your wall for the mid arch + B Main. This ultimate is great, as it effectively shuts down Cat and has a bit of space for the A Site. Look to punish Attackers closing the door.",X,LU
abaa386c-0421-42e8-8803-eee60b1bf2c7,Viper,Ascent,Defending,Early Round Defender Market One Way,"A strong combination of Viper's utility that covers three major parts of Ascent. This setup allows you to play market and molly B Main if needed, or rotate through spawn to A with your wall up.",Q,LU
980910d9-806c-49e7-8755-cdad5cdd6fc1,Viper,Ascent,Defending,Default Toxic Screen For Defense,"Place this wall during preparation phase, it acts as a smoke for both the choke points on B Main and Tree.",E,LU
f48d2b03-0a74-4aed-9308-28a1761737de,Viper,Ascent,Defending,Anchor Orb + Wall For Choke,"Here's a standard combination of Viper's utility for defense. This setup is not limited to you playing on the A Site, but make sure to communicate with your team on when to put the utility up / when it's going down.",Q,LU
2de32ed2-ed64-46d2-afed-d3dfe2decc3d,Viper,Ascent,Defending,B Site Hallway One Way Smoke,This one way smoke lets you see the feet of anyone pushing through the T side door to B site if you stand on the stairs.,Q,LU
781767b9-7966-45ac-bbb1-728d6bdde5af,Viper,Ascent,Defending,A Site One Way Poison Cloud to Tree Room,This one way smoke lets you see the feet of anyone pushing through the door to A site from tree.,Q,LU
2fc9a5fe-4c73-4f07-83f2-4c7fe9ca28fa,Viper,Icebox,Attacking,Standard Mid Poison Cloud For Lurking,"Here's a strong, standard lineup you can use to deny information while simultaneously setting up a lurk. This orb is very powerful since you have three different routes to pick from to lurk, and will pull a Defender or their utility to maintain the mid space.",Q,LU
b8fbc292-6ab1-47fc-b34f-7dc44c3c1de5,Viper,Icebox,Attacking,B Long Post Plant Snake Bite From Garage,"Position yourself like so, aim your crosshair in between the edges, and shoot for a fast post plant molly.",C,LU
77923e50-fff4-4efd-a9c1-d606699c47f8,Viper,Icebox,Attacking,Top B Site Pit for Post Plant,"A difficult, yet rewarding Viper's Pit that can be used to secure a round. This is a very situational ultimate, but when pulled off, it is extremely tough for Defenders to successfully retake. The ultimate covers any Defender trying to retake through the rope or kitchen, so make sure you look to plant top site.",X,LU
90576fa8-dd32-4955-bd6c-d1ce3faf384a,Viper,Icebox,Attacking,Poison Cloud For Boiler Lineup,"Position yourself like so, and use this lineup for any aggressive mid purposes. This orb can be used for a B Split, along with your wall at mid.",Q,LU
6188813a-0c2e-4f4c-9e3c-6dfd585afa73,Viper,Icebox,Attacking,Mid Blue To B Snowpile Toxic Screen,"This Toxic Screen lineup is simple and extremely useful for getting mid control, the enemy team will now always have to be aware of someone on your team lurking mid every time you put the wall up.",E,LU
